team_name,car_engine,no_of_drivers,highest_laps,total_laps,points,raceid,year,round,name,date,total_matches_win,grid,positionorder,laps,milliseconds,pitstop,status,team_no_of_wins
Marussia,Marussia,2,71,5784,0,879,2012,20,Brazilian Grand Prix,25-11-2012,0,21,16,70,,4,+1 Lap,0
HRT,HRT,2,71,5330,0,879,2012,20,Brazilian Grand Prix,25-11-2012,0,24,17,69,,4,+2 Laps,0
HRT,HRT,2,71,5330,0,879,2012,20,Brazilian Grand Prix,25-11-2012,0,23,18,69,,4,+2 Laps,0
Force India,Force India,2,71,22035,0,879,2012,20,Brazilian Grand Prix,25-11-2012,0,10,19,68,,3,Accident,0
McLaren,McLaren,2,71,97845,0,879,2012,20,Brazilian Grand Prix,25-11-2012,105,1,20,54,,2,Collision,185
Lotus F1,Lotus F1,3,71,7501,0,879,2012,20,Brazilian Grand Prix,25-11-2012,0,18,21,5,,0,Accident,2
Williams,Williams,2,71,85881,0,879,2012,20,Brazilian Grand Prix,25-11-2012,1,16,22,1,,0,Collision,114
Williams,Williams,2,71,85881,0,879,2012,20,Brazilian Grand Prix,25-11-2012,0,11,23,0,,0,Collision,114
Sauber,Sauber,2,71,41109,0,879,2012,20,Brazilian Grand Prix,25-11-2012,6,12,24,0,,0,Collision,0
Lotus F1,Lotus F1,3,58,7501,25,880,2013,1,Australian Grand Prix,17-03-2013,21,7,1,58,5403225,2,Finished,2
Ferrari,Ferrari,2,58,126025,18,880,2013,1,Australian Grand Prix,17-03-2013,32,5,2,58,5415676,3,Finished,249
Red Bull,Red Bull,2,58,42076,15,880,2013,1,Australian Grand Prix,17-03-2013,53,1,3,58,5425571,3,Finished,122
Ferrari,Ferrari,2,58,126025,12,880,2013,1,Australian Grand Prix,17-03-2013,11,4,4,58,5436802,3,Finished,249
Mercedes,Mercedes,2,58,36742,10,880,2013,1,Australian Grand Prix,17-03-2013,105,3,5,58,5448786,3,Finished,129
Red Bull,Red Bull,2,58,42076,8,880,2013,1,Australian Grand Prix,17-03-2013,9,2,6,58,5450025,3,Finished,122
Force India,Force India,2,58,22035,6,880,2013,1,Australian Grand Prix,17-03-2013,0,12,7,58,5468293,2,Finished,0
Force India,Force India,2,58,22035,4,880,2013,1,Australian Grand Prix,17-03-2013,0,9,8,58,5471674,2,Finished,0
McLaren,McLaren,2,58,97845,2,880,2013,1,Australian Grand Prix,17-03-2013,15,10,9,58,5484855,3,Finished,185
Lotus F1,Lotus F1,3,58,7501,1,880,2013,1,Australian Grand Prix,17-03-2013,0,8,10,58,5485984,3,Finished,2
McLaren,McLaren,2,58,97845,0,880,2013,1,Australian Grand Prix,17-03-2013,6,15,11,58,5486592,3,Finished,185
Toro Rosso,Toro Rosso,2,58,26973,0,880,2013,1,Australian Grand Prix,17-03-2013,0,13,12,58,5487082,3,Finished,1
Sauber,Sauber,2,58,41109,0,880,2013,1,Australian Grand Prix,17-03-2013,0,18,13,57,,2,+1 Lap,0
Williams,Williams,2,58,85881,0,880,2013,1,Australian Grand Prix,17-03-2013,10,16,14,57,,3,+1 Lap,114
Marussia,Marussia,2,58,5784,0,880,2013,1,Australian Grand Prix,17-03-2013,0,19,15,57,,3,+1 Lap,0
Caterham,Caterham,2,58,5524,0,880,2013,1,Australian Grand Prix,17-03-2013,0,22,16,56,,2,+2 Laps,0
Marussia,Marussia,2,58,5784,0,880,2013,1,Australian Grand Prix,17-03-2013,0,20,17,56,,3,+2 Laps,0
Caterham,Caterham,2,58,5524,0,880,2013,1,Australian Grand Prix,17-03-2013,0,21,18,56,,3,+2 Laps,0
Toro Rosso,Toro Rosso,2,58,26973,0,880,2013,1,Australian Grand Prix,17-03-2013,8,14,19,39,,2,Hydraulics,1
Mercedes,Mercedes,2,58,36742,0,880,2013,1,Australian Grand Prix,17-03-2013,23,6,20,26,,1,Electrical,129
Williams,Williams,2,58,85881,0,880,2013,1,Australian Grand Prix,17-03-2013,1,17,21,24,,1,Spun off,114
Sauber,Sauber,2,58,41109,0,880,2013,1,Australian Grand Prix,17-03-2013,0,11,22,0,,0,Fuel system,0
Red Bull,Red Bull,2,56,42076,25,881,2013,2,Malaysian Grand Prix,24-03-2013,53,1,1,56,5936681,4,Finished,122
Red Bull,Red Bull,2,56,42076,18,881,2013,2,Malaysian Grand Prix,24-03-2013,9,5,2,56,5940979,4,Finished,122
Mercedes,Mercedes,2,56,36742,15,881,2013,2,Malaysian Grand Prix,24-03-2013,105,4,3,56,5948862,4,Finished,129
Mercedes,Mercedes,2,56,36742,12,881,2013,2,Malaysian Grand Prix,24-03-2013,23,6,4,56,5949321,4,Finished,129
Ferrari,Ferrari,2,56,126025,10,881,2013,2,Malaysian Grand Prix,24-03-2013,11,2,5,56,5962329,4,Finished,249
Lotus F1,Lotus F1,3,56,7501,8,881,2013,2,Malaysian Grand Prix,24-03-2013,0,11,6,56,5972245,3,Finished,2
Lotus F1,Lotus F1,3,56,7501,6,881,2013,2,Malaysian Grand Prix,24-03-2013,21,10,7,56,5985160,3,Finished,2
Sauber,Sauber,2,56,41109,4,881,2013,2,Malaysian Grand Prix,24-03-2013,0,12,8,56,5989725,4,Finished,0
McLaren,McLaren,2,56,97845,2,881,2013,2,Malaysian Grand Prix,24-03-2013,6,9,9,56,6009038,4,Finished,185
Toro Rosso,Toro Rosso,2,56,26973,1,881,2013,2,Malaysian Grand Prix,24-03-2013,0,17,10,56,6023805,3,Finished,1
Williams,Williams,2,56,85881,0,881,2013,2,Malaysian Grand Prix,24-03-2013,10,18,11,56,6025291,3,Finished,114
Sauber,Sauber,2,56,41109,0,881,2013,2,Malaysian Grand Prix,24-03-2013,0,14,12,55,,4,+1 Lap,0
Marussia,Marussia,2,56,5784,0,881,2013,2,Malaysian Grand Prix,24-03-2013,0,19,13,55,,4,+1 Lap,0
Caterham,Caterham,2,56,5524,0,881,2013,2,Malaysian Grand Prix,24-03-2013,0,20,14,55,,4,+1 Lap,0
Caterham,Caterham,2,56,5524,0,881,2013,2,Malaysian Grand Prix,24-03-2013,0,22,15,55,,4,+1 Lap,0
Marussia,Marussia,2,56,5784,0,881,2013,2,Malaysian Grand Prix,24-03-2013,0,21,16,54,,4,+2 Laps,0
McLaren,McLaren,2,56,97845,0,881,2013,2,Malaysian Grand Prix,24-03-2013,15,7,17,53,,3,Withdrew,185
Toro Rosso,Toro Rosso,2,56,26973,0,881,2013,2,Malaysian Grand Prix,24-03-2013,8,13,18,51,,3,Retired,1
Williams,Williams,2,56,85881,0,881,2013,2,Malaysian Grand Prix,24-03-2013,1,16,19,45,,3,Retired,114
Force India,Force India,2,56,22035,0,881,2013,2,Malaysian Grand Prix,24-03-2013,0,8,20,27,,2,Wheel nut,0
Force India,Force India,2,56,22035,0,881,2013,2,Malaysian Grand Prix,24-03-2013,0,15,21,22,,2,Wheel nut,0
Ferrari,Ferrari,2,56,126025,0,881,2013,2,Malaysian Grand Prix,24-03-2013,32,3,22,1,,0,Collision,249
Ferrari,Ferrari,2,56,126025,25,882,2013,3,Chinese Grand Prix,14-04-2013,32,3,1,56,5786945,3,Finished,249
Lotus F1,Lotus F1,3,56,7501,18,882,2013,3,Chinese Grand Prix,14-04-2013,21,2,2,56,5797113,3,Finished,2
Mercedes,Mercedes,2,56,36742,15,882,2013,3,Chinese Grand Prix,14-04-2013,105,1,3,56,5799267,3,Finished,129
Red Bull,Red Bull,2,56,42076,12,882,2013,3,Chinese Grand Prix,14-04-2013,53,9,4,56,5799470,3,Finished,122
McLaren,McLaren,2,56,97845,10,882,2013,3,Chinese Grand Prix,14-04-2013,15,8,5,56,5822230,2,Finished,185
Ferrari,Ferrari,2,56,126025,8,882,2013,3,Chinese Grand Prix,14-04-2013,11,5,6,56,5827772,3,Finished,249
Toro Rosso,Toro Rosso,2,56,26973,6,882,2013,3,Chinese Grand Prix,14-04-2013,8,7,7,56,5829636,3,Finished,1
Force India,Force India,2,56,22035,4,882,2013,3,Chinese Grand Prix,14-04-2013,0,11,8,56,5838029,3,Finished,0
Lotus F1,Lotus F1,3,56,7501,2,882,2013,3,Chinese Grand Prix,14-04-2013,0,6,9,56,5840368,3,Finished,2
Sauber,Sauber,2,56,41109,1,882,2013,3,Chinese Grand Prix,14-04-2013,0,10,10,56,5843543,3,Finished,0
McLaren,McLaren,2,56,97845,0,882,2013,3,Chinese Grand Prix,14-04-2013,6,12,11,56,5850805,2,Finished,185
Toro Rosso,Toro Rosso,2,56,26973,0,882,2013,3,Chinese Grand Prix,14-04-2013,0,15,12,56,5859549,3,Finished,1
Williams,Williams,2,56,85881,0,882,2013,3,Chinese Grand Prix,14-04-2013,10,16,13,56,5880806,3,Finished,114
Williams,Williams,2,56,85881,0,882,2013,3,Chinese Grand Prix,14-04-2013,1,14,14,56,5882398,3,Finished,114
Marussia,Marussia,2,56,5784,0,882,2013,3,Chinese Grand Prix,14-04-2013,0,18,15,55,,3,+1 Lap,0
Caterham,Caterham,2,56,5524,0,882,2013,3,Chinese Grand Prix,14-04-2013,0,20,16,55,,3,+1 Lap,0
Marussia,Marussia,2,56,5784,0,882,2013,3,Chinese Grand Prix,14-04-2013,0,19,17,55,,3,+1 Lap,0
Caterham,Caterham,2,56,5524,0,882,2013,3,Chinese Grand Prix,14-04-2013,0,21,18,55,,3,+1 Lap,0
Mercedes,Mercedes,2,56,36742,0,882,2013,3,Chinese Grand Prix,14-04-2013,23,4,19,21,,3,Suspension,129
Red Bull,Red Bull,2,56,42076,0,882,2013,3,Chinese Grand Prix,14-04-2013,9,22,20,15,,2,Wheel,122
Force India,Force India,2,56,22035,0,882,2013,3,Chinese Grand Prix,14-04-2013,0,13,21,5,,0,Collision,0
Sauber,Sauber,2,56,41109,0,882,2013,3,Chinese Grand Prix,14-04-2013,0,17,22,4,,0,Collision,0
Red Bull,Red Bull,2,57,42076,25,883,2013,4,Bahrain Grand Prix,21-04-2013,53,2,1,57,5760498,3,Finished,122
Lotus F1,Lotus F1,3,57,7501,18,883,2013,4,Bahrain Grand Prix,21-04-2013,21,8,2,57,5769609,2,Finished,2
Lotus F1,Lotus F1,3,57,7501,15,883,2013,4,Bahrain Grand Prix,21-04-2013,0,11,3,57,5780005,3,Finished,2
Force India,Force India,2,57,22035,12,883,2013,4,Bahrain Grand Prix,21-04-2013,0,5,4,57,5782225,2,Finished,0
Mercedes,Mercedes,2,57,36742,10,883,2013,4,Bahrain Grand Prix,21-04-2013,105,9,5,57,5795728,3,Finished,129
McLaren,McLaren,2,57,97845,8,883,2013,4,Bahrain Grand Prix,21-04-2013,6,12,6,57,5796496,3,Finished,185
Red Bull,Red Bull,2,57,42076,6,883,2013,4,Bahrain Grand Prix,21-04-2013,9,7,7,57,5797742,3,Finished,122
Ferrari,Ferrari,2,57,126025,4,883,2013,4,Bahrain Grand Prix,21-04-2013,32,3,8,57,5798072,4,Finished,249
Mercedes,Mercedes,2,57,36742,2,883,2013,4,Bahrain Grand Prix,21-04-2013,23,1,9,57,5801624,4,Finished,129
McLaren,McLaren,2,57,97845,1,883,2013,4,Bahrain Grand Prix,21-04-2013,15,10,10,57,5807129,4,Finished,185
Williams,Williams,2,57,85881,0,883,2013,4,Bahrain Grand Prix,21-04-2013,1,17,11,57,5826948,3,Finished,114
Sauber,Sauber,2,57,41109,0,883,2013,4,Bahrain Grand Prix,21-04-2013,0,14,12,57,5833431,3,Finished,0
Force India,Force India,2,57,22035,0,883,2013,4,Bahrain Grand Prix,21-04-2013,0,6,13,57,5837217,3,Finished,0
Williams,Williams,2,57,85881,0,883,2013,4,Bahrain Grand Prix,21-04-2013,10,15,14,57,5842009,3,Finished,114
Ferrari,Ferrari,2,57,126025,0,883,2013,4,Bahrain Grand Prix,21-04-2013,11,4,15,57,5846862,4,Finished,249
Toro Rosso,Toro Rosso,2,57,26973,0,883,2013,4,Bahrain Grand Prix,21-04-2013,8,13,16,56,,3,+1 Lap,1
Caterham,Caterham,2,57,5524,0,883,2013,4,Bahrain Grand Prix,21-04-2013,0,18,17,56,,3,+1 Lap,0
Sauber,Sauber,2,57,41109,0,883,2013,4,Bahrain Grand Prix,21-04-2013,0,22,18,56,,4,+1 Lap,0
Marussia,Marussia,2,57,5784,0,883,2013,4,Bahrain Grand Prix,21-04-2013,0,19,19,56,,4,+1 Lap,0
Marussia,Marussia,2,57,5784,0,883,2013,4,Bahrain Grand Prix,21-04-2013,0,21,20,56,,4,+1 Lap,0
Caterham,Caterham,2,57,5524,0,883,2013,4,Bahrain Grand Prix,21-04-2013,0,20,21,55,,5,+2 Laps,0
Toro Rosso,Toro Rosso,2,57,26973,0,883,2013,4,Bahrain Grand Prix,21-04-2013,0,16,22,16,,1,Puncture,1
Ferrari,Ferrari,2,66,126025,25,884,2013,5,Spanish Grand Prix,12-05-2013,32,5,1,66,5956596,4,Finished,249
Lotus F1,Lotus F1,3,66,7501,18,884,2013,5,Spanish Grand Prix,12-05-2013,21,4,2,66,5965934,3,Finished,2
Ferrari,Ferrari,2,66,126025,15,884,2013,5,Spanish Grand Prix,12-05-2013,11,9,3,66,5982645,4,Finished,249
Red Bull,Red Bull,2,66,42076,12,884,2013,5,Spanish Grand Prix,12-05-2013,53,3,4,66,5994869,4,Finished,122
Red Bull,Red Bull,2,66,42076,10,884,2013,5,Spanish Grand Prix,12-05-2013,9,7,5,66,6004559,4,Finished,122
Mercedes,Mercedes,2,66,36742,8,884,2013,5,Spanish Grand Prix,12-05-2013,23,1,6,66,6024616,3,Finished,129
Force India,Force India,2,66,22035,6,884,2013,5,Spanish Grand Prix,12-05-2013,0,10,7,66,6025584,4,Finished,0
McLaren,McLaren,2,66,97845,4,884,2013,5,Spanish Grand Prix,12-05-2013,15,14,8,66,6036102,3,Finished,185
McLaren,McLaren,2,66,97845,2,884,2013,5,Spanish Grand Prix,12-05-2013,6,8,9,66,6038334,4,Finished,185
Toro Rosso,Toro Rosso,2,66,26973,1,884,2013,5,Spanish Grand Prix,12-05-2013,8,11,10,65,,4,+1 Lap,1
Sauber,Sauber,2,66,41109,0,884,2013,5,Spanish Grand Prix,12-05-2013,0,19,11,65,,4,+1 Lap,0
Mercedes,Mercedes,2,66,36742,0,884,2013,5,Spanish Grand Prix,12-05-2013,105,2,12,65,,4,+1 Lap,129
Force India,Force India,2,66,22035,0,884,2013,5,Spanish Grand Prix,12-05-2013,0,13,13,65,,4,+1 Lap,0
Williams,Williams,2,66,85881,0,884,2013,5,Spanish Grand Prix,12-05-2013,1,17,14,65,,5,+1 Lap,114
Sauber,Sauber,2,66,41109,0,884,2013,5,Spanish Grand Prix,12-05-2013,0,15,15,65,,6,+1 Lap,0
Williams,Williams,2,66,85881,0,884,2013,5,Spanish Grand Prix,12-05-2013,10,16,16,65,,3,+1 Lap,114
Caterham,Caterham,2,66,5524,0,884,2013,5,Spanish Grand Prix,12-05-2013,0,22,17,65,,3,+1 Lap,0
Marussia,Marussia,2,66,5784,0,884,2013,5,Spanish Grand Prix,12-05-2013,0,20,18,64,,4,+2 Laps,0
Marussia,Marussia,2,66,5784,0,884,2013,5,Spanish Grand Prix,12-05-2013,0,21,19,64,,3,+2 Laps,0
Toro Rosso,Toro Rosso,2,66,26973,0,884,2013,5,Spanish Grand Prix,12-05-2013,0,12,20,52,,4,Accident,1
Caterham,Caterham,2,66,5524,0,884,2013,5,Spanish Grand Prix,12-05-2013,0,18,21,21,,2,Wheel,0
Lotus F1,Lotus F1,3,66,7501,0,884,2013,5,Spanish Grand Prix,12-05-2013,0,6,22,8,,0,Suspension,2
Mercedes,Mercedes,2,78,36742,25,885,2013,6,Monaco Grand Prix,26-05-2013,23,1,1,78,8272056,1,Finished,129
Red Bull,Red Bull,2,78,42076,18,885,2013,6,Monaco Grand Prix,26-05-2013,53,3,2,78,8275944,1,Finished,122
Red Bull,Red Bull,2,78,42076,15,885,2013,6,Monaco Grand Prix,26-05-2013,9,4,3,78,8278370,1,Finished,122
Mercedes,Mercedes,2,78,36742,12,885,2013,6,Monaco Grand Prix,26-05-2013,105,2,4,78,8285950,1,Finished,129
Force India,Force India,2,78,22035,10,885,2013,6,Monaco Grand Prix,26-05-2013,0,8,5,78,8293533,1,Finished,0
McLaren,McLaren,2,78,97845,8,885,2013,6,Monaco Grand Prix,26-05-2013,15,9,6,78,8295159,1,Finished,185
Ferrari,Ferrari,2,78,126025,6,885,2013,6,Monaco Grand Prix,26-05-2013,32,6,7,78,8298790,1,Finished,249
Toro Rosso,Toro Rosso,2,78,26973,4,885,2013,6,Monaco Grand Prix,26-05-2013,0,10,8,78,8299279,1,Finished,1
Force India,Force India,2,78,22035,2,885,2013,6,Monaco Grand Prix,26-05-2013,0,17,9,78,8299664,1,Finished,0
Lotus F1,Lotus F1,3,78,7501,1,885,2013,6,Monaco Grand Prix,26-05-2013,21,5,10,78,8308638,2,Finished,2
Sauber,Sauber,2,78,41109,0,885,2013,6,Monaco Grand Prix,26-05-2013,0,11,11,78,8314628,1,Finished,0
Williams,Williams,2,78,85881,0,885,2013,6,Monaco Grand Prix,26-05-2013,10,14,12,78,8314747,1,Finished,114
Sauber,Sauber,2,78,41109,0,885,2013,6,Monaco Grand Prix,26-05-2013,0,19,13,78,8315268,2,Finished,0
Marussia,Marussia,2,78,5784,0,885,2013,6,Monaco Grand Prix,26-05-2013,0,22,14,78,8321941,3,Finished,0
Caterham,Caterham,2,78,5524,0,885,2013,6,Monaco Grand Prix,26-05-2013,0,15,15,78,8334646,3,Finished,0
McLaren,McLaren,2,78,97845,0,885,2013,6,Monaco Grand Prix,26-05-2013,6,7,16,72,,1,Suspension,185
Lotus F1,Lotus F1,3,78,7501,0,885,2013,6,Monaco Grand Prix,26-05-2013,0,13,17,63,,2,Collision,2
Toro Rosso,Toro Rosso,2,78,26973,0,885,2013,6,Monaco Grand Prix,26-05-2013,8,12,18,61,,1,Collision,1
Marussia,Marussia,2,78,5784,0,885,2013,6,Monaco Grand Prix,26-05-2013,0,20,19,58,,2,Brakes,0
Williams,Williams,2,78,85881,0,885,2013,6,Monaco Grand Prix,26-05-2013,1,16,20,44,,2,Collision,114
Ferrari,Ferrari,2,78,126025,0,885,2013,6,Monaco Grand Prix,26-05-2013,11,21,21,28,,1,Accident,249
Caterham,Caterham,2,78,5524,0,885,2013,6,Monaco Grand Prix,26-05-2013,0,18,22,7,,0,Gearbox,0
Red Bull,Red Bull,2,70,42076,25,886,2013,7,Canadian Grand Prix,09-06-2013,53,1,1,70,5529143,2,Finished,122
Ferrari,Ferrari,2,70,126025,18,886,2013,7,Canadian Grand Prix,09-06-2013,32,6,2,70,5543551,2,Finished,249
Mercedes,Mercedes,2,70,36742,15,886,2013,7,Canadian Grand Prix,09-06-2013,105,2,3,70,5545085,2,Finished,129
Red Bull,Red Bull,2,70,42076,12,886,2013,7,Canadian Grand Prix,09-06-2013,9,5,4,70,5554874,2,Finished,122
Mercedes,Mercedes,2,70,36742,10,886,2013,7,Canadian Grand Prix,09-06-2013,23,4,5,70,5598868,3,Finished,129
Toro Rosso,Toro Rosso,2,70,26973,8,886,2013,7,Canadian Grand Prix,09-06-2013,0,7,6,69,,2,+1 Lap,1
Force India,Force India,2,70,22035,6,886,2013,7,Canadian Grand Prix,09-06-2013,0,17,7,69,,1,+1 Lap,0
Ferrari,Ferrari,2,70,126025,4,886,2013,7,Canadian Grand Prix,09-06-2013,11,16,8,69,,2,+1 Lap,249
Lotus F1,Lotus F1,3,70,7501,2,886,2013,7,Canadian Grand Prix,09-06-2013,21,10,9,69,,1,+1 Lap,2
Force India,Force India,2,70,22035,1,886,2013,7,Canadian Grand Prix,09-06-2013,0,8,10,69,,3,+1 Lap,0
McLaren,McLaren,2,70,97845,0,886,2013,7,Canadian Grand Prix,09-06-2013,6,12,11,69,,2,+1 Lap,185
McLaren,McLaren,2,70,97845,0,886,2013,7,Canadian Grand Prix,09-06-2013,15,14,12,69,,1,+1 Lap,185
Lotus F1,Lotus F1,3,70,7501,0,886,2013,7,Canadian Grand Prix,09-06-2013,0,22,13,69,,2,+1 Lap,2
Williams,Williams,2,70,85881,0,886,2013,7,Canadian Grand Prix,09-06-2013,10,3,14,69,,2,+1 Lap,114
Toro Rosso,Toro Rosso,2,70,26973,0,886,2013,7,Canadian Grand Prix,09-06-2013,8,11,15,68,,2,+2 Laps,1
Williams,Williams,2,70,85881,0,886,2013,7,Canadian Grand Prix,09-06-2013,1,13,16,68,,3,+2 Laps,114
Marussia,Marussia,2,70,5784,0,886,2013,7,Canadian Grand Prix,09-06-2013,0,19,17,68,,1,+2 Laps,0
Caterham,Caterham,2,70,5524,0,886,2013,7,Canadian Grand Prix,09-06-2013,0,18,18,67,,2,+3 Laps,0
Marussia,Marussia,2,70,5784,0,886,2013,7,Canadian Grand Prix,09-06-2013,0,20,19,67,,1,+3 Laps,0
Sauber,Sauber,2,70,41109,0,886,2013,7,Canadian Grand Prix,09-06-2013,0,15,20,63,,2,Accident,0
Sauber,Sauber,2,70,41109,0,886,2013,7,Canadian Grand Prix,09-06-2013,0,9,21,45,,2,Collision,0
Caterham,Caterham,2,70,5524,0,886,2013,7,Canadian Grand Prix,09-06-2013,0,21,22,43,,4,Collision,0
Mercedes,Mercedes,2,52,36742,25,887,2013,8,British Grand Prix,30-06-2013,23,2,1,52,5579456,3,Finished,129
Red Bull,Red Bull,2,52,42076,18,887,2013,8,British Grand Prix,30-06-2013,9,4,2,52,5580221,3,Finished,122
Ferrari,Ferrari,2,52,126025,15,887,2013,8,British Grand Prix,30-06-2013,32,9,3,52,5586580,3,Finished,249
Mercedes,Mercedes,2,52,36742,12,887,2013,8,British Grand Prix,30-06-2013,105,1,4,52,5587212,2,Finished,129
Lotus F1,Lotus F1,3,52,7501,10,887,2013,8,British Grand Prix,30-06-2013,21,8,5,52,5590713,2,Finished,2
Ferrari,Ferrari,2,52,126025,8,887,2013,8,British Grand Prix,30-06-2013,11,11,6,52,5594029,4,Finished,249
Force India,Force India,2,52,22035,6,887,2013,8,British Grand Prix,30-06-2013,0,6,7,52,5595791,2,Finished,0
Toro Rosso,Toro Rosso,2,52,26973,4,887,2013,8,British Grand Prix,30-06-2013,8,5,8,52,5595999,2,Finished,1
Force India,Force India,2,52,22035,2,887,2013,8,British Grand Prix,30-06-2013,0,21,9,52,5597399,3,Finished,0
Sauber,Sauber,2,52,41109,1,887,2013,8,British Grand Prix,30-06-2013,0,14,10,52,5599165,3,Finished,0
Williams,Williams,2,52,85881,0,887,2013,8,British Grand Prix,30-06-2013,1,15,11,52,5600591,2,Finished,114
Williams,Williams,2,52,85881,0,887,2013,8,British Grand Prix,30-06-2013,10,16,12,52,5604550,2,Finished,114
McLaren,McLaren,2,52,97845,0,887,2013,8,British Grand Prix,30-06-2013,15,10,13,52,5605425,2,Finished,185
Sauber,Sauber,2,52,41109,0,887,2013,8,British Grand Prix,30-06-2013,0,17,14,52,5605741,4,Finished,0
Caterham,Caterham,2,52,5524,0,887,2013,8,British Grand Prix,30-06-2013,0,18,15,52,5611069,2,Finished,0
Marussia,Marussia,2,52,5784,0,887,2013,8,British Grand Prix,30-06-2013,0,19,16,52,5615553,2,Finished,0
Marussia,Marussia,2,52,5784,0,887,2013,8,British Grand Prix,30-06-2013,0,20,17,52,5647116,2,Finished,0
Caterham,Caterham,2,52,5524,0,887,2013,8,British Grand Prix,30-06-2013,0,22,18,52,5647215,3,Finished,0
Lotus F1,Lotus F1,3,52,7501,0,887,2013,8,British Grand Prix,30-06-2013,0,7,19,51,,3,Retired,2
McLaren,McLaren,2,52,97845,0,887,2013,8,British Grand Prix,30-06-2013,6,13,20,46,,2,Wheel,185
Red Bull,Red Bull,2,52,42076,0,887,2013,8,British Grand Prix,30-06-2013,53,3,21,41,,2,Gearbox,122
Toro Rosso,Toro Rosso,2,52,26973,0,887,2013,8,British Grand Prix,30-06-2013,0,12,22,35,,2,Tyre,1
Red Bull,Red Bull,2,60,42076,25,888,2013,9,German Grand Prix,07-07-2013,53,2,1,60,6074711,3,Finished,122
Lotus F1,Lotus F1,3,60,7501,18,888,2013,9,German Grand Prix,07-07-2013,21,4,2,60,6075719,3,Finished,2
Lotus F1,Lotus F1,3,60,7501,15,888,2013,9,German Grand Prix,07-07-2013,0,5,3,60,6080541,3,Finished,2
Ferrari,Ferrari,2,60,126025,12,888,2013,9,German Grand Prix,07-07-2013,32,8,4,60,6082432,3,Finished,249
Mercedes,Mercedes,2,60,36742,10,888,2013,9,German Grand Prix,07-07-2013,105,1,5,60,6101638,3,Finished,129
McLaren,McLaren,2,60,97845,8,888,2013,9,German Grand Prix,07-07-2013,15,9,6,60,6102707,2,Finished,185
Red Bull,Red Bull,2,60,42076,6,888,2013,9,German Grand Prix,07-07-2013,9,3,7,60,6112273,3,Finished,122
McLaren,McLaren,2,60,97845,4,888,2013,9,German Grand Prix,07-07-2013,6,13,8,60,6113017,2,Finished,185
Mercedes,Mercedes,2,60,36742,2,888,2013,9,German Grand Prix,07-07-2013,23,11,9,60,6121532,3,Finished,129
Sauber,Sauber,2,60,41109,1,888,2013,9,German Grand Prix,07-07-2013,0,10,10,60,6124603,3,Finished,0
Force India,Force India,2,60,22035,0,888,2013,9,German Grand Prix,07-07-2013,0,12,11,60,6128482,2,Finished,0
Toro Rosso,Toro Rosso,2,60,26973,0,888,2013,9,German Grand Prix,07-07-2013,8,6,12,60,6131686,3,Finished,1
Force India,Force India,2,60,22035,0,888,2013,9,German Grand Prix,07-07-2013,0,15,13,60,6132449,3,Finished,0
Sauber,Sauber,2,60,41109,0,888,2013,9,German Grand Prix,07-07-2013,0,14,14,60,6134871,3,Finished,0
Williams,Williams,2,60,85881,0,888,2013,9,German Grand Prix,07-07-2013,1,18,15,60,6136640,2,Finished,114
Williams,Williams,2,60,85881,0,888,2013,9,German Grand Prix,07-07-2013,10,17,16,59,,2,+1 Lap,114
Caterham,Caterham,2,60,5524,0,888,2013,9,German Grand Prix,07-07-2013,0,22,17,59,,3,+1 Lap,0
Caterham,Caterham,2,60,5524,0,888,2013,9,German Grand Prix,07-07-2013,0,20,18,59,,3,+1 Lap,0
Marussia,Marussia,2,60,5784,0,888,2013,9,German Grand Prix,07-07-2013,0,21,19,59,,4,+1 Lap,0
Toro Rosso,Toro Rosso,2,60,26973,0,888,2013,9,German Grand Prix,07-07-2013,0,16,20,22,,1,Hydraulics,1
Marussia,Marussia,2,60,5784,0,888,2013,9,German Grand Prix,07-07-2013,0,19,21,21,,2,Engine,0
Ferrari,Ferrari,2,60,126025,0,888,2013,9,German Grand Prix,07-07-2013,11,7,22,3,,0,Spun off,249
Mercedes,Mercedes,2,70,36742,25,890,2013,10,Hungarian Grand Prix,28-07-2013,105,1,1,70,6149445,3,Finished,129
Lotus F1,Lotus F1,3,70,7501,18,890,2013,10,Hungarian Grand Prix,28-07-2013,21,6,2,70,6160383,2,Finished,2
Red Bull,Red Bull,2,70,42076,15,890,2013,10,Hungarian Grand Prix,28-07-2013,53,2,3,70,6161904,3,Finished,122
Red Bull,Red Bull,2,70,42076,12,890,2013,10,Hungarian Grand Prix,28-07-2013,9,10,4,70,6167489,3,Finished,122
Ferrari,Ferrari,2,70,126025,10,890,2013,10,Hungarian Grand Prix,28-07-2013,32,5,5,70,6180856,3,Finished,249
Lotus F1,Lotus F1,3,70,7501,8,890,2013,10,Hungarian Grand Prix,28-07-2013,0,3,6,70,6201740,4,Finished,2
McLaren,McLaren,2,70,97845,6,890,2013,10,Hungarian Grand Prix,28-07-2013,15,13,7,70,6203264,2,Finished,185
Ferrari,Ferrari,2,70,126025,4,890,2013,10,Hungarian Grand Prix,28-07-2013,11,7,8,70,6205892,3,Finished,249
McLaren,McLaren,2,70,97845,2,890,2013,10,Hungarian Grand Prix,28-07-2013,6,9,9,69,,2,+1 Lap,185
